"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"5","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","163","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","190","Missing ApexDoc @description","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","190","Missing ApexDoc @return","Documentation","ApexDoc"
"8","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","190","Missing or mismatched ApexDoc @param","Documentation","ApexDoc"
"9","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","206","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","207","Missing ApexDoc comment","Documentation","ApexDoc"
"11","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","208","Missing ApexDoc comment","Documentation","ApexDoc"
"12","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","209","Missing ApexDoc comment","Documentation","ApexDoc"
"13","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","210","Missing ApexDoc comment","Documentation","ApexDoc"
"14","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","211","Missing ApexDoc comment","Documentation","ApexDoc"
"15","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","212","Missing ApexDoc comment","Documentation","ApexDoc"
"16","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","213","Missing ApexDoc comment","Documentation","ApexDoc"
"17","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","214","Missing ApexDoc comment","Documentation","ApexDoc"
"18","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","215","Missing ApexDoc comment","Documentation","ApexDoc"
"19","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","216","Missing ApexDoc comment","Documentation","ApexDoc"
"20","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","217","Missing ApexDoc comment","Documentation","ApexDoc"
"21","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","218","Missing ApexDoc comment","Documentation","ApexDoc"
"22","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","228","Missing ApexDoc comment","Documentation","ApexDoc"
"23","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","229","Missing ApexDoc comment","Documentation","ApexDoc"
"24","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","230","Missing ApexDoc comment","Documentation","ApexDoc"
"25","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","231","Missing ApexDoc comment","Documentation","ApexDoc"
"26","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","232","Missing ApexDoc comment","Documentation","ApexDoc"
"27","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","233","Missing ApexDoc comment","Documentation","ApexDoc"
"28","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","234","Missing ApexDoc comment","Documentation","ApexDoc"
"29","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","236","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"30","","/private/tmp/deployment/unpackaged/classes/ApexParser.cls","3","239","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/ApexStepData.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/ApexStepData.cls","3","5","Method name does not begin with a lower case character.","Code Style","MethodNamingConventions"
"3","","/private/tmp/deployment/unpackaged/classes/ApexStepData.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/ApexStepData.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/ApexStepData.cls","3","21","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/ApexStepData.cls","3","28","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/ApexStepData.cls","3","33","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/AsyncExecutionExample.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/AsyncExecutionExample.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","5","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","5","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"3","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","16","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"7","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","18","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"8","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","22","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"9","","/private/tmp/deployment/unpackaged/classes/AutocreatedRegHandler1618428423355.cls","3","22","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/ChangePasswordController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/ChangePasswordController.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/ChangePasswordController.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/ChangePasswordController.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/ChangePasswordController.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/ChangePasswordController.cls","3","13","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"7","","/private/tmp/deployment/unpackaged/classes/ChangePasswordController.cls","3","13","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/ChangePasswordControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/ChangePasswordControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"1","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","3","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","10","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","17","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"8","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","25","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","/private/tmp/deployment/unpackaged/classes/ClassDiagramCreatorCtrl.cls","3","45","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","/private/tmp/deployment/unpackaged/classes/CodeMetrics.cls","3","1","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","/private/tmp/deployment/unpackaged/classes/CodeMetrics.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/CodeMetrics.cls","3","15","Method name does not begin with a lower case character.","Code Style","MethodNamingConventions"
"4","","/private/tmp/deployment/unpackaged/classes/CodeMetrics.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/CodeMetrics.cls","3","19","Method name does not begin with a lower case character.","Code Style","MethodNamingConventions"
"6","","/private/tmp/deployment/unpackaged/classes/CodeMetrics.cls","3","19","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/CodeMetrics.cls","3","23","Method name does not begin with a lower case character.","Code Style","MethodNamingConventions"
"8","","/private/tmp/deployment/unpackaged/classes/CodeMetrics.cls","3","23","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/CommunitiesLandingController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/CommunitiesLandingController.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/CommunitiesLandingController.cls","3","11","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"4","","/private/tmp/deployment/unpackaged/classes/CommunitiesLandingController.cls","3","11","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/CommunitiesLandingControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/CommunitiesLandingControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"1","","/private/tmp/deployment/unpackaged/classes/CommunitiesLoginController.cls","3","4","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","/private/tmp/deployment/unpackaged/classes/CommunitiesLoginController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/CommunitiesLoginController.cls","3","6","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"4","","/private/tmp/deployment/unpackaged/classes/CommunitiesLoginController.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/CommunitiesLoginController.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/CommunitiesLoginControllerTest.cls","3","4","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"2","","/private/tmp/deployment/unpackaged/classes/CommunitiesLoginControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/CommunitiesLoginControllerTest.cls","3","6","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"1","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegConfirmController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegConfirmController.cls","3","6","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"3","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegConfirmController.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegConfirmControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegConfirmControllerTest.cls","3","5","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"3","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegConfirmControllerTest.cls","3","5","Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call","Best Practices","ApexUnitTestClassShouldHaveAsserts"
"1","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","6","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","7","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","8","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","10","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","11","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","13","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","24","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegController.cls","3","59","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegControllerTest.cls","3","4","Missing ApexDoc @description","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/CommunitiesSelfRegControllerTest.cls","3","6","@isTest(seeAllData=true) should not be used in Apex unit tests because it opens up the existing database data for unexpected modification by tests","Best Practices","ApexUnitTestShouldNotUseSeeAllDataTrue"
"1","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","6","The instance field name 'DTC_Events' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"3","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","9","The instance field name 'DTC_Tasks' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"4","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","12","The instance field name 'DTC_Telephony' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"5","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","21","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","37","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","51","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","52","The local variable name 'Events' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"9","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","88","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","90","The local variable name 'Tasks' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"11","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","127","Missing ApexDoc comment","Documentation","ApexDoc"
"12","","/private/tmp/deployment/unpackaged/classes/DataManager_Activity.cls","3","129","The local variable name 'Telephony' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","6","The instance field name 'DTC_Accs' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"3","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","9","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","17","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","21","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"6","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","28","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"7","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","35","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"8","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","42","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"9","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","49","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"10","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","56","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"11","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","76","Missing ApexDoc comment","Documentation","ApexDoc"
"12","","/private/tmp/deployment/unpackaged/classes/DataManager_CleanUp.cls","3","77","The local variable name 'Accs' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","1","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","10","The instance field name 'URL_DATAFLOW_API' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"4","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","11","The instance field name 'URL_LENS_APEX' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"5","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","32","Missing ApexDoc comment","Documentation","ApexDoc"
"7","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","55","Missing ApexDoc comment","Documentation","ApexDoc"
"8","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","59","Missing ApexDoc comment","Documentation","ApexDoc"
"9","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","71","Missing ApexDoc comment","Documentation","ApexDoc"
"10","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","72","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"11","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","77","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"12","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","86","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"13","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","87","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"14","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","116","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"15","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","123","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"16","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","128","The local variable name 'sr_DataflowEdits' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"17","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","128","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"18","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","159","The local variable name 'computeTrending_params' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"19","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","208","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"20","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","228","Consider using named credentials for authenticated callouts","Security","ApexSuggestUsingNamedCred"
"21","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","240","The local variable name 'sr_DataflowEdits' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"22","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","240","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"23","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","252","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"24","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","267","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"25","","/private/tmp/deployment/unpackaged/classes/DataManager_Dataflow.cls","3","276","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","/private/tmp/deployment/unpackaged/classes/DataManager_DataflowTest.cls","3","6","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","/private/tmp/deployment/unpackaged/classes/DataManager_Opportunity.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","/private/tmp/deployment/unpackaged/classes/DataManager_Opportunity.cls","3","6","The instance field name 'DTC_Opps' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"3","","/private/tmp/deployment/unpackaged/classes/DataManager_Opportunity.cls","3","9","The instance field name 'DTC_ServiceCases' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
